410,6,20,20,100,25
410,7,30.8,29.2,60,60
410,8,24.8,29.1,39.03,80
410,9,33,22.9,80,39.03
410,10,26.2,24.9,34.92,100
410,11,30,30,74,50.45
410,12,20.2,19.1,25,100
410,13,40,40,78,82.1
410,14,30,30,50.45,74
410,15,33.6,32.3,100,48.79
410,16,33.2,31.9,48.79,100
410,17,19.6,21,80,27.94
410,18,41,38.5,67.26,98.67
410,19,17.6,15.6,80,20
410,20,30.6,29.3,58.5,61.57
410,21,40,40,82.1,78
410,22,20.7,20.7,27.94,80
501,1,28,25.1,100,34.92
501,2,0,80,20,80
501,3,32,28.1,61.57,58.5
501,4,41.4,39,98.67,67.26
501,5,40,40,80,80
501,6,100,0,100,25
501,7,30,30,60,60
501,8,25.6,27.5,39.03,80
501,9,80,0,80,39.03
501,10,15.2,56.4,34.92,100
501,11,30.8,29.4,74,50.45
501,12,12.4,50.4,25,100
501,13,40,40,78,82.1
501,14,29.4,30.8,50.45,74
501,15,50.8,24,100,48.79
501,16,32.79,32.79,48.79,100
501,17,50.2,10.4,80,27.94
501,18,40,40,67.26,98.67
501,19,40,10,80,20
501,20,30,30,58.5,61.57
501,21,39,40.9,82.1,78
501,22,10.6,49.6,27.94,80
502,1,30.8,24.1,100,34.92
502,2,13,28,20,80
502,3,30,30,61.57,58.5
502,4,40,40,98.67,67.26
502,5,40,40,80,80
502,6,30,17.5,100,25
502,7,30,30,60,60
502,8,23.4,32,39.03,80
502,9,26.23,26.23,80,39.03
502,10,25.88,25.88,34.92,100
502,11,30,30,74,50.45
502,12,14.4,42.4,25,100
502,13,40,40,78,82.1
502,14,28,32.9,50.45,74
502,15,30,34.1,100,48.79
502,16,32.79,32.79,48.79,100
502,17,20.7,20.7,80,27.94
502,18,40,40,67.26,98.67
502,19,16,16,80,20
502,20,30,30,58.5,61.57
502,21,40,40,82.1,78
502,22,20.7,20.7,27.94,80
503,1,100,0,100,34.92
503,2,0,80,20,80
503,3,30,30,61.57,58.5
503,4,40,40,98.67,67.26
503,5,40,40,80,80
503,6,100,0,100,25
503,7,30,30,60,60
503,8,0,80,39.03,80
503,9,40,19.5,80,39.03
503,10,0,100,34.92,100
503,11,30,30,74,50.45
503,12,0,100,25,100
503,13,40,40,78,82.1
503,14,30,30,50.45,74
503,15,60,19.5,100,48.79
503,16,0,100,48.79,100
503,17,80,0,80,27.94
503,18,40,40,67.26,98.67
503,19,80,0,80,20
503,20,30,30,58.5,61.57
503,21,40,40,82.1,78
503,22,0,80,27.94,80
504,1,71,10.1,100,34.92
504,2,10,40,20,80
504,3,30,30,61.57,58.5
504,4,54.6,30,98.67,67.26
504,5,40,40,80,80
504,6,60,10,100,25
504,7,30,30,60,60
504,8,10,59.5,39.03,80
504,9,59,10.2,80,39.03
504,10,10,71.3,34.92,100
504,11,30,30,74,50.45
504,12,10,60,25,100
504,13,40,40,78,82.1
504,14,30,30,50.45,74
504,15,79.4,10,100,48.79
504,16,10,79.5,48.79,100
504,17,51.2,10,80,27.94
